63	,	I-Premise:5:Support
64	as	I-Premise:5:Support
65	crianças	I-Premise:5:Support
66	podem	I-Premise:5:Support
67	aprender	I-Premise:5:Support
68	sobre	I-Premise:5:Support
69	como	I-Premise:5:Support
70	ouvir	I-Premise:5:Support
71	opiniões	I-Premise:5:Support
72	dos	I-Premise:5:Support
73	outros	I-Premise:5:Support
74	,	I-Premise:5:Support
75	como	I-Premise:5:Support
76	se	I-Premise:5:Support
77	comunicar	I-Premise:5:Support
78	com	I-Premise:5:Support
79	os	I-Premise:5:Support
80	outros	I-Premise:5:Support
81	,	I-Premise:5:Support
82	como	I-Premise:5:Support
83	pensar	I-Premise:5:Support
84	de	I-Premise:5:Support
85	forma	I-Premise:5:Support
86	abrangente	I-Premise:5:Support
87	,	I-Premise:5:Support
88	e	I-Premise:5:Support
89	até	I-Premise:5:Support
90	mesmo	I-Premise:5:Support
91	como	I-Premise:5:Support
92	comprometer	I-Premise:5:Support
93	com	I-Premise:5:Support
94	outros	I-Premise:5:Support
95	membros	I-Premise:5:Support
96	da	I-Premise:5:Support
97	equipe	I-Premise:5:Support
98	quando	I-Premise:5:Support
99	ocorreram	I-Premise:5:Support
100	conflitos	I-Premise:5:Support
101	.	O
102	Todas	B-Premise:5:Support
103	estas	I-Premise:5:Support
104	habilidades	I-Premise:5:Support
105	ajudá-los	I-Premise:5:Support
106	a	I-Premise:5:Support
107	se	I-Premise:5:Support
108	dar	I-Premise:5:Support
109	bem	I-Premise:5:Support
110	com	I-Premise:5:Support
111	outras	I-Premise:5:Support
112	pessoas	I-Premise:5:Support
113	e	I-Premise:5:Support
114	irá	I-Premise:5:Support
115	beneficiá-los	I-Premise:5:Support
116	para	I-Premise:5:Support
117	toda	I-Premise:5:Support
118	a	I-Premise:5:Support
119	vida	I-Premise:5:Support
120	.	O

1	Por	O
2	outro	O
3	lado	O
4	,	O
5	o	B-Premise:27:Support
6	significado	I-Premise:27:Support
7	da	I-Premise:27:Support
8	concorrência	I-Premise:27:Support
9	é	I-Premise:27:Support
10	que	I-Premise:27:Support
11	como	I-Premise:27:Support
12	tornar-se	I-Premise:27:Support
13	mais	I-Premise:27:Support
14	excelência	I-Premise:27:Support
15	para	I-Premise:27:Support
16	ganhar	I-Premise:27:Support
17	a	I-Premise:27:Support
18	vitória	I-Premise:27:Support
19	.	O
20	Assim	O
21	,	O
22	sempre	O
23	se	O
24	diz	O
25	que	O
26	a	O
27	concorrência	B-Claim:Against
28	torna	I-Claim:Against
29	a	I-Claim:Against
30	sociedade	I-Claim:Against
31	mais	I-Claim:Against
32	eficaz	I-Claim:Against
33	.	O
34	No	O
35	entanto	O
36	,	O
37	quando	B-Premise:138:Support
38	consideramos	I-Premise:138:Support
39	sobre	I-Premise:138:Support
40	a	I-Premise:138:Support
41	questão	I-Premise:138:Support
42	de	I-Premise:138:Support
43	como	I-Premise:138:Support
44	ganhar	I-Premise:138:Support
45	o	I-Premise:138:Support
46	jogo	I-Premise:138:Support
47	,	I-Premise:138:Support
48	sempre	I-Premise:138:Support
49	encontramos	I-Premise:138:Support
50	que	I-Premise:138:Support
51	precisamos	I-Premise:138:Support
52	da	I-Premise:138:Support
53	cooperação	I-Premise:138:Support
54	.	O
55	Quanto	O
56	maior	O
57	for	O
58	o	O
59	nosso	O
60	objetivo	O
61	,	O
62	mais	O
63	concorrência	O
64	precisamos	O
65	.	O
66	Tome	B-Premise:138:Support
67	jogos	I-Premise:138:Support
68	olímpicos	I-Premise:138:Support
69	que	I-Premise:138:Support
70	é	I-Premise:138:Support
71	uma	I-Premise:138:Support
72	forma	I-Premise:138:Support
73	de	I-Premise:138:Support
74	competição	I-Premise:138:Support
75	,	I-Premise:138:Support
76	por	I-Premise:138:Support
77	exemplo	I-Premise:138:Support
78	,	I-Premise:138:Support
79	é	I-Premise:138:Support
80	difícil	I-Premise:138:Support
81	imaginar	I-Premise:138:Support
82	como	I-Premise:138:Support
83	um	I-Premise:138:Support
84	atleta	I-Premise:138:Support
85	poderia	I-Premise:138:Support
86	ganhar	I-Premise:138:Support
87	o	I-Premise:138:Support
88	jogo	I-Premise:138:Support
89	sem	I-Premise:138:Support
90	o	I-Premise:138:Support
91	treinamento	I-Premise:138:Support
92	de	I-Premise:138:Support
93	seu	I-Premise:138:Support
94	treinador	I-Premise:138:Support
95	,	I-Premise:138:Support
96	e	I-Premise:138:Support
97	a	I-Premise:138:Support
98	ajuda	I-Premise:138:Support
99	de	I-Premise:138:Support
100	outras	I-Premise:138:Support
101	equipes	I-Premise:138:Support
102	profissionais	I-Premise:138:Support
103	,	I-Premise:138:Support
104	como	I-Premise:138:Support
105	as	I-Premise:138:Support
106	pessoas	I-Premise:138:Support
107	que	I-Premise:138:Support
108	cuidam	I-Premise:138:Support
109	de	I-Premise:138:Support
110	sua	I-Premise:138:Support
111	dieta	I-Premise:138:Support
112	,	I-Premise:138:Support
113	e	I-Premise:138:Support
114	aqueles	I-Premise:138:Support
115	que	I-Premise:138:Support
116	estão	I-Premise:138:Support
117	encarregados	I-Premise:138:Support
118	do	I-Premise:138:Support
119	cuidado	I-Premise:138:Support
120	médico	I-Premise:138:Support
121	.	O
122	O	O
123	vencedor	O
124	é	O
125	o	O
126	atleta	O
127	,	O
128	mas	O
129	o	O
130	sucesso	O
131	pertence	O
132	a	O
133	toda	O
134	a	O
135	equipe	O
136	.	O
137	Por	O
138	conseguinte	B-Claim:For
139	,	I-Claim:For
140	sem	I-Claim:For
141	a	I-Claim:For
142	cooperação	I-Claim:For
143	,	I-Claim:For
144	não	I-Claim:For
145	haveria	I-Claim:For
146	vitória	I-Claim:For
147	da	I-Claim:For
148	concorrência	I-Claim:For
149	.	O

1	Consequentemente	O
2	,	O
3	não	O
4	importa	O
5	do	O
6	ponto	O
7	de	O
8	vista	O
9	do	O
10	desenvolvimento	O
11	individual	O
12	ou	O
13	da	O
14	relação	O
15	entre	O
16	concorrência	O
17	e	O
18	cooperação	B-MajorClaim
19	,	I-MajorClaim
20	podemos	I-MajorClaim
21	receber	I-MajorClaim
22	a	I-MajorClaim
23	mesma	I-MajorClaim
24	conclusão	I-MajorClaim
25	de	I-MajorClaim
26	que	I-MajorClaim
27	uma	I-MajorClaim
28	atitude	I-MajorClaim
29	mais	I-MajorClaim
30	cooperativa	I-MajorClaim
31	em	I-MajorClaim
32	relação	I-MajorClaim
33	à	I-MajorClaim
34	vida	I-MajorClaim
35	é	I-MajorClaim
36	mais	I-MajorClaim
37	rentável	I-MajorClaim
38	no	I-MajorClaim
39	seu	I-MajorClaim
40	sucesso	I-MajorClaim
41	.	O

1	Mais	O
2	pessoas	O
3	estão	O
4	migrando	O
5	para	O
6	outros	O
7	países	O
8	do	O
9	que	O
10	nunca	O
11	antes	O

1	Nos	O
2	últimos	O
3	50	O
4	anos	O
5	,	O
6	houve	O
7	um	O
8	número	O
9	crescente	O
10	de	O
11	imigrantes	O
12	para	O
13	outros	O
14	países	O
15	.	O
16	As	O
17	pessoas	O
18	se	O
19	deslocaram	O
20	devido	O
21	a	O
22	uma	O
23	série	O
24	de	O
25	razões	O
26	,	O
27	a	O
28	saber	O
29	,	O
30	melhores	O
31	estudos	O
32	ou	O
33	empregos	O
34	salariais	O
35	mais	O
36	elevados	O
37	.	O
38	Algumas	O
39	pessoas	O
40	pensaram	O
41	que	O
42	deveriam	O
43	seguir	O
44	os	O
45	costumes	O
46	locais	O
47	para	O
48	se	O
49	integrarem	O
50	nas	O
51	culturas	O
52	dos	O
53	seus	O
54	países	O
55	adotados	O
56	.	O
57	No	O
58	entanto	O
59	,	O
60	acredito	O
61	firmemente	O
62	que	O
63	eles	B-MajorClaim
64	são	I-MajorClaim
65	capazes	I-MajorClaim
66	de	I-MajorClaim
67	sustentar	I-MajorClaim
68	suas	I-MajorClaim
69	identidades	I-MajorClaim
70	culturais	I-MajorClaim
71	e	I-MajorClaim
72	fazê-lo	I-MajorClaim
73	ajuda-los	I-MajorClaim
74	a	I-MajorClaim
75	manter	I-MajorClaim
76	seus	I-MajorClaim
77	valores	I-MajorClaim
78	de	I-MajorClaim
79	origem	I-MajorClaim
80	.	O

1	Em	O
2	primeiro	O
3	lugar	O
4	,	O
5	a	B-Premise:109:Support
6	manutenção	I-Premise:109:Support
7	da	I-Premise:109:Support
8	identidade	I-Premise:109:Support
9	cultural	I-Premise:109:Support
10	é	I-Premise:109:Support
11	uma	I-Premise:109:Support
12	regra	I-Premise:109:Support
13	fundamental	I-Premise:109:Support
14	para	I-Premise:109:Support
15	ajudar	I-Premise:109:Support
16	os	I-Premise:109:Support
17	indivíduos	I-Premise:109:Support
18	a	I-Premise:109:Support
19	surgirem	I-Premise:109:Support
20	nos	I-Premise:109:Support
21	novos	I-Premise:109:Support
22	ambientes	I-Premise:109:Support
23	multiculturais	I-Premise:109:Support
24	.	O
25	Tome	B-Premise:109:Support
26	a	I-Premise:109:Support
27	Austrália	I-Premise:109:Support
28	por	I-Premise:109:Support
29	exemplo	I-Premise:109:Support
30	,	I-Premise:109:Support
31	imigrantes	I-Premise:109:Support
32	de	I-Premise:109:Support
33	variedades	I-Premise:109:Support
34	de	I-Premise:109:Support
35	nações	I-Premise:109:Support
36	têm	I-Premise:109:Support
37	um	I-Premise:109:Support
38	dia	I-Premise:109:Support
39	chamado	I-Premise:109:Support
40	dia	I-Premise:109:Support
41	multicultural	I-Premise:109:Support
42	onde	I-Premise:109:Support
43	pessoas	I-Premise:109:Support
44	de	I-Premise:109:Support
45	cada	I-Premise:109:Support
46	país	I-Premise:109:Support
47	preparam	I-Premise:109:Support
48	sua	I-Premise:109:Support
49	comida	I-Premise:109:Support
50	e	I-Premise:109:Support
51	atividades	I-Premise:109:Support
52	tradicionais	I-Premise:109:Support
53	para	I-Premise:109:Support
54	exibir	I-Premise:109:Support
55	nos	I-Premise:109:Support
56	locais	I-Premise:109:Support
57	públicos	I-Premise:109:Support
58	.	O
59	Muitos	B-Premise:109:Support
60	australianos	I-Premise:109:Support
61	vêm	I-Premise:109:Support
62	hoje	I-Premise:109:Support
63	para	I-Premise:109:Support
64	desfrutar	I-Premise:109:Support
65	dos	I-Premise:109:Support
66	espetáculos	I-Premise:109:Support
67	,	I-Premise:109:Support
68	aprender	I-Premise:109:Support
69	sobre	I-Premise:109:Support
70	as	I-Premise:109:Support
71	culturas	I-Premise:109:Support
72	e	I-Premise:109:Support
73	admirar	I-Premise:109:Support
74	os	I-Premise:109:Support
75	diversos	I-Premise:109:Support
76	valores	I-Premise:109:Support
77	.	O
78	Estes	B-Premise:109:Support
79	feedbacks	I-Premise:109:Support
80	,	I-Premise:109:Support
81	por	I-Premise:109:Support
82	sua	I-Premise:109:Support
83	vez	I-Premise:109:Support
84	,	I-Premise:109:Support
85	ajudam	I-Premise:109:Support
86	a	I-Premise:109:Support
87	levantar	I-Premise:109:Support
88	o	I-Premise:109:Support
89	orgulho	I-Premise:109:Support
90	de	I-Premise:109:Support
91	uma	I-Premise:109:Support
92	das	I-Premise:109:Support
93	suas	I-Premise:109:Support
94	culturas	I-Premise:109:Support
95	e	I-Premise:109:Support
96	ajudar	I-Premise:109:Support
97	as	I-Premise:109:Support
98	pessoas	I-Premise:109:Support
99	a	I-Premise:109:Support
100	se	I-Premise:109:Support
101	entenderem	I-Premise:109:Support
102	mais	I-Premise:109:Support
103	.	O
104	Assim	O
105	,	O
106	deixa	O
107	claro	O
108	que	O
109	sustentar	B-Claim:For
110	os	I-Claim:For
111	valores	I-Claim:For
112	culturais	I-Claim:For
113	dos	I-Claim:For
114	imigrantes	I-Claim:For
115	é	I-Claim:For
116	fundamental	I-Claim:For
117	.	O

1	Em	O
2	segundo	O
3	lugar	O
4	,	O
5	é	B-Premise:110:Support
6	crucial	I-Premise:110:Support
7	manter	I-Premise:110:Support
8	a	I-Premise:110:Support
9	sua	I-Premise:110:Support
10	identidade	I-Premise:110:Support
11	,	I-Premise:110:Support
12	pois	I-Premise:110:Support
13	necessitam	I-Premise:110:Support
14	de	I-Premise:110:Support
15	uma	I-Premise:110:Support
16	ligação	I-Premise:110:Support
17	de	I-Premise:110:Support
18	volta	I-Premise:110:Support
19	ao	I-Premise:110:Support
20	seu	I-Premise:110:Support
21	país	I-Premise:110:Support
22	,	I-Premise:110:Support
23	bem	I-Premise:110:Support
24	como	I-Premise:110:Support
25	ensinar	I-Premise:110:Support
26	aos	B-Premise:5:Support
27	seus	I-Premise:5:Support
28	filhos	I-Premise:5:Support
29	o	I-Premise:5:Support
30	seu	I-Premise:5:Support
31	valor	I-Premise:5:Support
32	de	I-Premise:5:Support
33	origem	I-Premise:5:Support
34	.	O
35	Por	O
36	exemplo	O
37	,	O
38	as	B-Premise:110:Support
39	crianças	I-Premise:110:Support
40	emigradas	I-Premise:110:Support
41	para	I-Premise:110:Support
42	um	I-Premise:110:Support
43	novo	I-Premise:110:Support
44	país	I-Premise:110:Support
45	enfrentarão	I-Premise:110:Support
46	problemas	I-Premise:110:Support
47	sociais	I-Premise:110:Support
48	na	I-Premise:110:Support
49	escola	I-Premise:110:Support
50	com	I-Premise:110:Support
51	novos	I-Premise:110:Support
52	amigos	I-Premise:110:Support
53	.	O
54	Neste	B-Premise:110:Support
55	novo	I-Premise:110:Support
56	ambiente	I-Premise:110:Support
57	,	I-Premise:110:Support
58	os	I-Premise:110:Support
59	pais	I-Premise:110:Support
60	devem	I-Premise:110:Support
61	encontrar	I-Premise:110:Support
62	amigos	I-Premise:110:Support
63	vindos	I-Premise:110:Support
64	do	I-Premise:110:Support
65	seu	I-Premise:110:Support
66	mesmo	I-Premise:110:Support
67	país	I-Premise:110:Support
68	para	I-Premise:110:Support
69	que	I-Premise:110:Support
70	possam	I-Premise:110:Support
71	socializar	I-Premise:110:Support
72	de	I-Premise:110:Support
73	uma	I-Premise:110:Support
74	maneira	I-Premise:110:Support
75	muito	I-Premise:110:Support
76	familiar	I-Premise:110:Support
77	como	I-Premise:110:Support
78	sentir-se	I-Premise:110:Support
79	em	I-Premise:110:Support
80	casa	I-Premise:110:Support
81	.	O
82	Falhar	B-Premise:110:Support
83	em	I-Premise:110:Support
84	criar	I-Premise:110:Support
85	essa	I-Premise:110:Support
86	familiaridade	I-Premise:110:Support
87	faz	I-Premise:110:Support
88	com	I-Premise:110:Support
89	que	I-Premise:110:Support
90	se	I-Premise:110:Support
91	sintam	I-Premise:110:Support
92	isolados	I-Premise:110:Support
93	,	I-Premise:110:Support
94	no	I-Premise:110:Support
95	extremo	I-Premise:110:Support
96	pode	I-Premise:110:Support
97	levar	I-Premise:110:Support
98	a	I-Premise:110:Support
99	desordem	I-Premise:110:Support
100	social	I-Premise:110:Support
101	como	I-Premise:110:Support
102	o	I-Premise:110:Support
103	autismo	I-Premise:110:Support
104	.	O
105	Assim	O
106	,	O
107	é	O
108	evidente	O
109	que	O
110	manter	B-Claim:For
111	as	I-Claim:For
112	tradições	I-Claim:For
113	culturais	I-Claim:For
114	nos	I-Claim:For
115	países	I-Claim:For
116	de	I-Claim:For
117	destino	I-Claim:For
118	é	I-Claim:For
119	muito	I-Claim:For
120	importante	I-Claim:For
121	.	O

1	Concluindo	O
2	,	O
3	embora	O
4	existam	B-Claim:Against
5	ideias	I-Claim:Against
6	opostas	I-Claim:Against
7	de	I-Claim:Against
8	negligenciar	I-Claim:Against
9	os	I-Claim:Against
10	valores	I-Claim:Against
11	culturais	I-Claim:Against
12	para	I-Claim:Against
13	se	I-Claim:Against
14	adaptarem	I-Claim:Against
15	nas	I-Claim:Against
16	novas	I-Claim:Against
17	culturas	I-Claim:Against
18	.	O
19	No	O
20	que	O
21	me	O
22	diz	O
23	respeito	O
24	,	O
25	sustentar	B-MajorClaim
26	as	I-MajorClaim
27	tradições	I-MajorClaim
28	fará	I-MajorClaim
29	com	I-MajorClaim
30	que	I-MajorClaim
31	as	I-MajorClaim
32	pessoas	I-MajorClaim
33	imigradas	I-MajorClaim
34	mantenham	I-MajorClaim
35	a	I-MajorClaim
36	sua	I-MajorClaim
37	identidade	I-MajorClaim
38	cultural	I-MajorClaim
39	e	I-MajorClaim
40	lhes	I-MajorClaim
41	dêem	I-MajorClaim
42	confiança	I-MajorClaim
43	entre	I-MajorClaim
44	as	I-MajorClaim
45	muitas	I-MajorClaim
46	sociedades	I-MajorClaim
47	culturais	I-MajorClaim
48	.	O

1	O	O
2	turismo	O
3	internacional	O
4	é	O
5	agora	O
6	mais	O
7	comum	O
8	do	O
9	que	O
10	nunca	O

1	A	O
2	última	O
3	década	O
4	tem	O
5	visto	O
6	um	O
7	número	O
8	crescente	O
9	de	O
10	turistas	O
11	viajando	O
12	para	O
13	visitar	O
14	paisagens	O
15	maravilhas	O
16	naturais	O
17	,	O
18	heranças	O
19	antigas	O
20	e	O
21	culturas	O
22	diferentes	O
23	ao	O
24	redor	O
25	do	O
26	mundo	O
27	.	O
28	Embora	O
29	algumas	O
30	pessoas	O
31	possam	O
32	pensar	O
33	que	O
34	este	O
35	turismo	O
36	internacional	O
37	tem	O
38	efeitos	O
39	negativos	O
40	sobre	O
41	os	O
42	países	O
43	de	O
44	destino	O
45	,	O
46	eu	O
47	afirmaria	O
48	que	O
49	ele	B-MajorClaim
50	contribuiu	I-MajorClaim
51	para	I-MajorClaim
52	o	I-MajorClaim
53	desenvolvimento	I-MajorClaim
54	económico	I-MajorClaim
55	,	I-MajorClaim
56	bem	I-MajorClaim
57	como	I-MajorClaim
58	preservado	I-MajorClaim
59	a	I-MajorClaim
60	cultura	I-MajorClaim
61	e	I-MajorClaim
62	o	I-MajorClaim
63	ambiente	I-MajorClaim
64	dos	I-MajorClaim
65	destinos	I-MajorClaim
66	turísticos	I-MajorClaim
67	.	O

1	Em	O
2	primeiro	O
3	lugar	O
4	,	O
5	o	B-Premise:93:Support
6	turismo	I-Premise:93:Support
7	internacional	I-Premise:93:Support
8	promove	I-Premise:93:Support
9	muitos	I-Premise:93:Support
10	aspectos	I-Premise:93:Support
11	da	I-Premise:93:Support
12	economia	I-Premise:93:Support
13	do	I-Premise:93:Support
14	país	I-Premise:93:Support
15	de	I-Premise:93:Support
16	destino	I-Premise:93:Support
17	,	I-Premise:93:Support
18	a	I-Premise:93:Support
19	fim	I-Premise:93:Support
20	de	I-Premise:93:Support
21	atender	I-Premise:93:Support
22	às	I-Premise:93:Support
23	diversas	I-Premise:93:Support
24	demandas	I-Premise:93:Support
25	dos	I-Premise:93:Support
26	turistas	I-Premise:93:Support
27	.	O
28	Tome	B-Premise:93:Support
29	Camboja	I-Premise:93:Support
30	por	I-Premise:93:Support
31	exemplo	I-Premise:93:Support
32	,	I-Premise:93:Support
33	um	I-Premise:93:Support
34	grande	I-Premise:93:Support
35	número	I-Premise:93:Support
36	de	I-Premise:93:Support
37	visitantes	I-Premise:93:Support
38	que	I-Premise:93:Support
39	vêm	I-Premise:93:Support
40	visitar	I-Premise:93:Support
41	o	I-Premise:93:Support
42	templo	I-Premise:93:Support
43	antigo	I-Premise:93:Support
44	Angkowat	I-Premise:93:Support
45	precisam	I-Premise:93:Support
46	de	I-Premise:93:Support
47	serviços	I-Premise:93:Support
48	como	I-Premise:93:Support
49	restaurantes	I-Premise:93:Support
50	,	I-Premise:93:Support
51	hotéis	I-Premise:93:Support
52	,	I-Premise:93:Support
53	lojas	I-Premise:93:Support
54	de	I-Premise:93:Support
55	lembranças	I-Premise:93:Support
56	e	I-Premise:93:Support
57	outras	I-Premise:93:Support
58	lojas	I-Premise:93:Support
59	.	O
60	Estas	B-Premise:93:Support
61	exigências	I-Premise:93:Support
62	desencadeiam	I-Premise:93:Support
63	negócios	I-Premise:93:Support
64	relacionados	I-Premise:93:Support
65	nas	I-Premise:93:Support
66	configurações	I-Premise:93:Support
67	circundantes	I-Premise:93:Support
68	que	I-Premise:93:Support
69	,	I-Premise:93:Support
70	por	I-Premise:93:Support
71	sua	I-Premise:93:Support
72	vez	I-Premise:93:Support
73	,	I-Premise:93:Support
74	criam	I-Premise:93:Support
75	muitos	I-Premise:93:Support
76	empregos	I-Premise:93:Support
77	para	I-Premise:93:Support
78	as	I-Premise:93:Support
79	pessoas	I-Premise:93:Support
80	locais	I-Premise:93:Support
81	melhorar	I-Premise:93:Support
82	a	I-Premise:93:Support
83	infraestrutura	I-Premise:93:Support
84	e	I-Premise:93:Support
85	o	I-Premise:93:Support
86	padrão	I-Premise:93:Support
87	de	I-Premise:93:Support
88	vida	I-Premise:93:Support
89	.	O
90	Por	O
91	conseguinte	O
92	,	O
93	o	B-Claim:For
94	turismo	I-Claim:For
95	melhorou	I-Claim:For
96	claramente	I-Claim:For
97	as	I-Claim:For
98	vidas	I-Claim:For
99	no	I-Claim:For
100	país	I-Claim:For
101	turístico	I-Claim:For
102	.	O

1	Em	O
2	segundo	O
3	lugar	O
4	,	O
5	através	B-Premise:75:Support
6	da	I-Premise:75:Support
7	indústria	I-Premise:75:Support
8	turística	I-Premise:75:Support
9	,	I-Premise:75:Support
10	muitos	I-Premise:75:Support
11	valores	I-Premise:75:Support
12	culturais	I-Premise:75:Support
13	foram	I-Premise:75:Support
14	preservados	I-Premise:75:Support
15	e	I-Premise:75:Support
16	ambientes	I-Premise:75:Support
17	naturais	I-Premise:75:Support
18	protegidos	I-Premise:75:Support
19	.	O
20	Por	O
21	exemplo	O
22	,	O
23	no	B-Premise:75:Support
24	Vietnã	I-Premise:75:Support
25	,	I-Premise:75:Support
26	muitos	I-Premise:75:Support
27	trajes	I-Premise:75:Support
28	culturais	I-Premise:75:Support
29	e	I-Premise:75:Support
30	cenas	I-Premise:75:Support
31	naturais	I-Premise:75:Support
32	,	I-Premise:75:Support
33	a	I-Premise:75:Support
34	saber'Trong	I-Premise:75:Support
35	Dong'desempenho	I-Premise:75:Support
36	de	I-Premise:75:Support
37	tambor	I-Premise:75:Support
38	e'Ha	I-Premise:75:Support
39	Long'baía	I-Premise:75:Support
40	,	I-Premise:75:Support
41	estão	I-Premise:75:Support
42	sendo	I-Premise:75:Support
43	encorajados	I-Premise:75:Support
44	a	I-Premise:75:Support
45	preservar	I-Premise:75:Support
46	e	I-Premise:75:Support
47	financiados	I-Premise:75:Support
48	pelo	I-Premise:75:Support
49	ministério	I-Premise:75:Support
50	do	I-Premise:75:Support
51	turismo	I-Premise:75:Support
52	.	O
53	Sem	B-Premise:75:Support
54	esse	I-Premise:75:Support
55	apoio	I-Premise:75:Support
56	e	I-Premise:75:Support
57	lucro	I-Premise:75:Support
58	do	I-Premise:75:Support
59	turismo	I-Premise:75:Support
60	,	I-Premise:75:Support
61	muitas	I-Premise:75:Support
62	culturas	I-Premise:75:Support
63	tradicionais	I-Premise:75:Support
64	desapareceriam	I-Premise:75:Support
65	devido	I-Premise:75:Support
66	às	I-Premise:75:Support
67	suas	I-Premise:75:Support
68	obras	I-Premise:75:Support
69	de	I-Premise:75:Support
70	baixa	I-Premise:75:Support
71	renda	I-Premise:75:Support
72	.	O
73	Assim	O
74	,	O
75	o	B-Claim:For
76	turismo	I-Claim:For
77	tem	I-Claim:For
78	sobrevivido	I-Claim:For
79	a	I-Claim:For
80	muitos	I-Claim:For
81	valores	I-Claim:For
82	culturais	I-Claim:For
83	não	I-Claim:For
84	tangíveis	I-Claim:For
85	e	I-Claim:For
86	cenas	I-Claim:For
87	de	I-Claim:For
88	beleza	I-Claim:For
89	.	O

1	Para	O
2	concluir	O
3	,	O
4	no	O
5	que	O
6	me	O
7	diz	O
8	respeito	O
9	,	O
10	o	B-MajorClaim
11	turismo	I-MajorClaim
12	internacional	I-MajorClaim
13	desencadeou	I-MajorClaim
14	o	I-MajorClaim
15	desenvolvimento	I-MajorClaim
16	económico	I-MajorClaim
17	e	I-MajorClaim
18	manteve	I-MajorClaim
19	os	I-MajorClaim
20	valores	I-MajorClaim
21	culturais	I-MajorClaim
22	e	I-MajorClaim
23	ambientais	I-MajorClaim
24	dos	I-MajorClaim
25	países	I-MajorClaim
26	turísticos	I-MajorClaim
27	.	O
28	Além	O
29	disso	O
30	,	O
31	as	O
32	autoridades	O
33	deverão	O
34	apoiar	O
35	adequadamente	O
36	estes	O
37	desenvolvimentos	O
38	sustentáveis	O
39	.	O

1	Os	O
2	jornais	O
3	tornar-se-ão	O
4	uma	O
5	coisa	O
6	do	O
7	passado	O
8	?	O

1	A	O
2	internet	O
3	tem	O
4	sido	O
5	cada	O
6	vez	O
7	mais	O
8	popular	O
9	nos	O
10	últimos	O
